,CarID,StartCarDay,StartCarTime,Time,Latitude,Longitude,Velocity,Break,City,Town,Road,RoadSlope,ModelYear,ModelCode,Impulse
0,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,0,130,50,16,1,경기도,김포시,U,0,2016,D,0
1,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,1,130,50,17,1,경기도,김포시,U,0,2016,D,0
2,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,2,130,50,17,1,경기도,김포시,U,0,2016,D,0
3,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,3,130,50,16,2,경기도,김포시,U,0,2016,D,0
4,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,4,130,50,14,2,경기도,김포시,U,0,2016,D,0
5,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,5,130,50,12,2,경기도,김포시,U,0,2016,D,0
6,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,6,130,50,10,1,경기도,김포시,U,0,2016,D,0
7,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,7,130,50,8,1,경기도,김포시,U,0,2016,D,0
8,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,8,130,50,9,1,경기도,김포시,U,0,2016,D,0
9,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,9,130,50,12,1,경기도,김포시,U,0,2016,D,0
10,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,10,130,50,15,1,경기도,김포시,U,0,2016,D,0
11,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,11,130,50,23,1,경기도,김포시,U,0,2016,D,0
12,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,12,130,50,22,2,경기도,김포시,U,0,2016,D,0
13,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,13,130,50,21,2,경기도,김포시,U,0,2016,D,0
14,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,14,130,50,18,2,경기도,김포시,U,0,2016,D,0
15,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,15,130,50,13,2,경기도,김포시,U,0,2016,D,0
16,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,16,130,50,5,1,경기도,김포시,U,0,2016,D,0
17,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,17,130,50,5,1,경기도,김포시,U,0,2016,D,0
18,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,18,130,50,7,1,경기도,김포시,U,0,2016,D,0
19,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,19,130,50,10,1,경기도,김포시,U,0,2016,D,0
20,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,20,130,50,12,1,경기도,김포시,U,0,2016,D,0
21,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,21,130,50,12,2,경기도,김포시,U,0,2016,D,0
22,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,22,130,50,9,2,경기도,김포시,U,0,2016,D,0
23,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,23,130,50,4,1,경기도,김포시,U,0,2016,D,0
24,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,24,130,50,4,1,경기도,김포시,U,0,2016,D,0
25,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,25,130,50,6,1,경기도,김포시,U,0,2016,D,0
26,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,26,130,50,8,2,경기도,김포시,U,0,2016,D,0
27,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,27,130,50,7,1,경기도,김포시,U,0,2016,D,0
28,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,28,130,50,6,1,경기도,김포시,U,0,2016,D,0
29,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,29,130,50,6,1,경기도,김포시,U,0,2016,D,0
30,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,30,120,50,8,1,경기도,김포시,U,0,2016,D,0
31,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,31,120,50,11,1,경기도,김포시,U,0,2016,D,0
32,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,32,120,50,14,1,경기도,김포시,U,0,2016,D,0
33,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,33,120,50,17,1,경기도,김포시,U,0,2016,D,0
34,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,34,120,50,19,1,경기도,김포시,U,0,2016,D,0
35,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,35,120,50,20,1,경기도,김포시,U,0,2016,D,0
36,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,36,120,50,30,1,경기도,김포시,U,0,2016,D,50
37,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,37,120,50,19,1,경기도,김포시,U,0,2016,D,0
38,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,38,120,50,18,1,경기도,김포시,U,0,2016,D,0
39,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,39,120,50,16,2,경기도,김포시,U,0,2016,D,0
40,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,40,120,50,12,2,경기도,김포시,U,0,2016,D,0
41,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,41,120,50,8,2,경기도,김포시,U,0,2016,D,0
