,CarID,StartCarDay,StartCarTime,Time,Latitude,Longitude,Velocity,Break,City,Town,Road,RoadSlope,ModelYear,ModelCode,Impulse
0,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,0,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
1,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,1,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
2,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,2,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
3,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,3,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
4,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,4,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
5,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,5,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
6,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,6,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
7,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,7,115,25,0,2,경기도,김포시,U,3.503757192,2016,D,0
8,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,8,115,25,2,2,경기도,김포시,U,3.503757192,2016,D,0
9,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,9,115,25,3,1,경기도,김포시,U,3.503757192,2016,D,0
10,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,10,115,25,4,1,경기도,김포시,U,3.503757192,2016,D,0
11,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,11,115,25,5,1,경기도,김포시,U,3.503757192,2016,D,0
12,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,12,115,25,5,1,경기도,김포시,U,3.503757192,2016,D,0
13,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,13,115,25,5,1,경기도,김포시,U,3.503757192,2016,D,0
14,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,14,115,25,5,1,경기도,김포시,U,3.503757192,2016,D,0
15,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,15,115,25,5,1,경기도,김포시,U,3.503757192,2016,D,0
16,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,16,115,25,7,1,경기도,김포시,U,3.503757192,2016,D,0
17,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,17,115,25,8,1,경기도,김포시,U,3.503757192,2016,D,0
18,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,18,115,25,9,1,경기도,김포시,U,3.503757192,2016,D,0
19,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,19,115,25,10,1,경기도,김포시,U,3.503757192,2016,D,0
